Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Nov 21, 2024;Nov 22, 2024;50,572.75;21,816.75;71,222.25;177,782.00;14,934.25;830.75;-;0.00;26,148.25;76,517.25;5,709.75;5,799.50
Nov 22, 2024;Nov 23, 2024;50,573.50;21,397.75;104,812.50;243,187.75;17,359.50;865.75;-;0.00;22,639.25;57,541.75;4,674.75;5,777.50
Nov 23, 2024;Nov 24, 2024;49,700.00;18,691.50;70,773.00;260,196.50;23,412.25;860.75;-;0.00;8,178.50;39,679.50;1,922.00;6,442.00
Nov 24, 2024;Nov 25, 2024;47,926.75;17,916.25;93,694.25;360,728.00;21,521.25;836.25;-;0.00;9,336.25;21,430.25;733.25;6,600.00
Nov 25, 2024;Nov 26, 2024;49,474.75;19,202.75;49,791.50;317,776.50;29,851.00;866.00;-;0.00;7,941.50;41,306.75;5,566.75;6,722.50
Nov 26, 2024;Nov 27, 2024;50,060.00;21,229.75;85,492.00;222,611.75;18,916.00;916.75;-;0.00;15,270.75;49,951.00;4,746.75;12,326.75
Nov 27, 2024;Nov 28, 2024;49,422.50;22,343.00;64,396.75;225,115.75;20,236.25;933.75;-;0.00;24,202.00;56,749.75;4,419.25;8,095.50
Nov 28, 2024;Nov 29, 2024;49,528.25;21,142.75;61,014.00;295,841.25;13,114.00;848.00;-;0.00;17,438.50;59,586.00;4,293.00;8,001.75
Nov 29, 2024;Nov 30, 2024;51,128.25;22,306.50;62,251.75;57,972.50;21,970.00;953.00;-;0.00;36,004.25;85,094.25;4,483.75;8,592.00
Nov 30, 2024;Dec 1, 2024;50,642.75;20,140.75;83,815.25;171,598.50;44,685.00;972.00;-;0.00;21,940.50;39,999.00;2,870.50;4,998.75
Dec 1, 2024;Dec 2, 2024;50,070.00;20,084.00;66,190.75;143,767.00;21,374.25;976.50;-;0.00;14,460.50;35,794.25;2,001.00;5,073.00
Dec 2, 2024;Dec 3, 2024;50,548.00;21,070.25;88,165.50;190,982.75;9,180.75;940.25;-;0.00;14,929.75;60,088.75;5,400.00;5,565.75
Dec 3, 2024;Dec 4, 2024;50,889.25;22,742.25;88,770.50;126,072.75;12,928.25;936.50;-;0.00;24,355.00;95,016.25;4,523.75;6,398.25
Dec 4, 2024;Dec 5, 2024;51,476.25;27,279.50;11,898.25;54,592.75;16,183.00;971.00;-;0.00;37,038.00;116,126.75;8,441.25;7,122.75
Dec 5, 2024;Dec 6, 2024;50,130.00;22,352.75;82,612.75;250,976.75;24,436.50;978.25;-;0.00;14,151.75;57,028.25;2,918.50;5,712.00
Dec 6, 2024;Dec 7, 2024;50,930.25;21,688.75;67,010.50;261,805.00;7,802.25;930.50;-;0.00;9,870.50;56,929.50;6,717.00;5,519.50
Dec 7, 2024;Dec 8, 2024;49,054.75;21,355.50;99,185.75;223,723.00;6,965.75;945.25;-;0.00;8,804.75;34,904.25;3,136.75;5,500.00
Dec 8, 2024;Dec 9, 2024;49,553.75;19,978.00;89,340.00;148,288.50;12,331.50;959.50;-;0.00;12,050.00;34,271.50;5,176.25;5,905.00
Dec 9, 2024;Dec 10, 2024;49,054.00;20,053.00;105,221.00;293,479.00;5,216.50;970.00;-;0.00;14,815.75;54,771.75;3,728.25;5,561.75
Dec 10, 2024;Dec 11, 2024;50,305.50;25,737.75;48,504.75;149,562.50;6,531.75;964.00;-;0.00;29,176.25;97,921.50;5,252.25;7,305.25
Dec 11, 2024;Dec 12, 2024;51,531.75;31,558.50;15,677.75;16,098.25;5,535.50;956.75;-;0.00;37,759.50;131,444.25;8,138.75;7,480.50
Dec 12, 2024;Dec 13, 2024;51,868.50;29,811.75;18,573.25;8,885.50;7,079.50;955.50;-;0.00;38,925.00;129,000.00;7,644.75;7,268.50
Dec 13, 2024;Dec 14, 2024;52,314.75;26,973.75;19,957.75;53,868.50;8,741.00;968.50;-;0.00;41,258.25;112,412.00;5,884.25;6,901.50
Dec 14, 2024;Dec 15, 2024;51,690.75;20,452.75;82,746.50;180,358.25;8,624.00;951.50;-;0.00;24,225.25;30,338.00;1,801.75;6,546.25
Dec 15, 2024;Dec 16, 2024;49,413.25;18,339.25;55,471.50;347,651.25;6,747.75;934.75;-;0.00;14,810.75;22,293.50;992.00;6,108.00
Dec 16, 2024;Dec 17, 2024;49,974.25;18,780.50;44,127.25;410,957.25;7,346.25;904.25;-;0.00;16,597.00;37,717.50;4,041.75;7,317.75
Dec 17, 2024;Dec 18, 2024;51,700.25;20,488.00;78,735.25;224,619.25;7,772.75;941.25;-;0.00;12,783.00;53,599.25;4,243.50;7,122.50
Dec 18, 2024;Dec 19, 2024;50,498.50;19,284.25;76,120.25;357,873.25;11,981.00;887.00;-;0.00;10,003.25;34,211.00;2,697.25;7,092.50
Dec 19, 2024;Dec 20, 2024;50,458.00;19,201.00;82,253.00;364,617.00;7,087.00;922.00;-;0.00;13,838.50;38,366.50;5,393.25;7,399.75
Dec 20, 2024;Dec 21, 2024;51,754.25;19,843.00;98,178.25;302,039.25;12,227.25;957.50;-;0.00;12,265.75;40,749.25;5,860.00;7,126.25
Dec 21, 2024;Dec 22, 2024;49,951.75;18,697.25;91,181.00;379,859.25;12,439.25;962.50;-;0.00;8,700.50;18,322.50;2,848.00;6,475.00
Dec 22, 2024;Dec 23, 2024;50,267.00;20,564.00;101,494.00;290,489.50;7,239.25;947.25;-;0.00;8,317.00;17,476.25;6,310.25;6,708.50
Dec 23, 2024;Dec 24, 2024;49,794.25;21,773.25;94,188.50;290,813.25;13,347.75;961.00;-;0.00;7,476.75;30,193.25;4,497.75;1,705.75
Dec 24, 2024;Dec 25, 2024;51,060.00;20,646.50;61,776.25;112,738.25;12,921.50;959.25;-;0.00;19,313.00;37,386.25;4,635.00;6,791.00
Dec 25, 2024;Dec 26, 2024;49,983.00;19,697.75;45,070.00;75,097.00;20,174.25;970.75;-;0.00;19,331.00;41,252.75;2,797.25;7,049.00
Dec 26, 2024;Dec 27, 2024;50,473.00;19,069.00;16,430.75;27,974.00;18,679.00;960.00;-;0.00;24,179.25;60,420.50;4,258.75;7,257.00
Dec 27, 2024;Dec 28, 2024;51,094.00;21,336.75;1,154.75;10,570.75;25,708.25;963.75;-;0.00;25,750.00;85,543.50;6,746.25;7,462.00
Dec 28, 2024;Dec 29, 2024;50,421.75;21,218.00;18,754.50;15,436.75;20,390.25;964.25;-;0.00;25,106.25;83,211.00;4,326.50;6,273.00
Dec 29, 2024;Dec 30, 2024;49,172.00;19,545.25;70,986.25;146,383.25;11,882.75;960.75;-;0.00;16,367.00;58,650.50;2,726.50;6,247.00
Dec 30, 2024;Dec 31, 2024;49,818.75;19,889.25;39,511.75;285,334.25;5,392.00;949.75;-;0.00;6,948.00;68,964.75;4,669.00;6,135.00
Dec 31, 2024;Jan 1, 2025;49,196.00;20,609.00;42,941.00;255,477.25;12,545.25;947.25;-;0.00;14,255.00;65,280.50;2,833.25;6,151.00
