Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Nov 30, 2024;Dec 1, 2024;20,230.75;2,283.25;68,212.50;22,435.25;1,637.25;-;139,737.75;27,199.75;61,641.00;2,330.75;14,385.00
Dec 1, 2024;Dec 2, 2024;20,076.50;1,967.25;69,666.75;15,406.00;1,541.00;-;140,023.75;18,471.25;48,546.25;899.00;15,045.00
Dec 2, 2024;Dec 3, 2024;20,203.50;1,797.75;99,871.25;5,373.50;1,578.50;-;133,317.00;29,413.00;115,187.00;4,905.25;15,097.25
Dec 3, 2024;Dec 4, 2024;20,230.00;2,055.50;76,489.00;8,124.00;1,479.00;-;143,626.25;38,902.25;143,956.75;4,071.50;16,262.75
Dec 4, 2024;Dec 5, 2024;20,917.75;1,977.75;29,308.50;7,393.25;1,533.50;-;148,796.50;36,226.50;148,975.25;7,083.25;14,790.75
Dec 5, 2024;Dec 6, 2024;20,293.25;1,899.50;138,897.50;7,140.00;1,550.75;-;131,736.50;41,313.50;98,386.50;211.25;15,545.75
Dec 6, 2024;Dec 7, 2024;20,604.00;2,235.00;213,518.25;6,010.00;1,628.00;-;93,464.25;28,153.50;38,519.50;7,759.25;15,097.50
Dec 7, 2024;Dec 8, 2024;20,213.50;2,301.00;170,648.50;3,859.25;1,713.00;-;87,049.75;7,351.25;32,445.00;1,433.50;14,596.25
Dec 8, 2024;Dec 9, 2024;20,340.75;2,213.50;81,341.00;8,170.75;1,690.00;-;112,548.25;13,790.50;56,817.75;5,327.25;16,200.50
Dec 9, 2024;Dec 10, 2024;19,972.25;2,191.25;132,223.00;3,017.00;1,593.00;-;115,225.50;32,722.25;84,620.25;3,089.50;16,214.00
Dec 10, 2024;Dec 11, 2024;20,643.00;2,115.50;96,802.50;2,043.75;1,560.75;-;144,378.50;34,183.50;133,887.75;2,033.25;15,770.25
Dec 11, 2024;Dec 12, 2024;21,347.25;2,009.00;14,998.25;2,279.00;1,615.25;-;150,508.00;37,078.25;176,962.75;5,043.75;15,981.25
Dec 12, 2024;Dec 13, 2024;21,245.25;1,938.25;4,144.50;3,045.25;1,554.25;-;147,516.50;37,794.00;179,507.00;9,494.50;18,071.00
Dec 13, 2024;Dec 14, 2024;21,537.50;1,821.00;17,555.75;4,342.50;1,623.00;-;115,711.25;37,700.50;175,647.00;5,751.50;16,015.00
Dec 14, 2024;Dec 15, 2024;21,026.50;1,766.75;68,645.00;3,596.50;1,672.25;-;107,921.50;36,791.00;70,557.75;2,529.75;16,598.00
Dec 15, 2024;Dec 16, 2024;20,321.50;1,725.75;157,000.00;4,596.00;1,580.25;-;58,388.00;24,146.50;49,576.75;2,662.50;16,891.25
Dec 16, 2024;Dec 17, 2024;19,996.75;1,686.25;186,388.25;5,693.25;1,550.00;-;72,677.75;25,129.75;63,265.75;3,228.50;9,475.00
Dec 17, 2024;Dec 18, 2024;20,648.75;1,679.50;72,476.50;5,977.75;1,613.00;-;118,474.25;28,817.00;105,018.50;5,154.00;9,926.00
Dec 18, 2024;Dec 19, 2024;20,268.75;1,668.50;190,542.50;6,327.25;1,608.00;-;50,122.00;2,930.50;72,643.00;4,627.00;10,743.00
Dec 19, 2024;Dec 20, 2024;20,467.50;1,775.75;201,955.75;3,282.50;1,598.00;-;38,183.25;1,580.00;46,267.75;7,138.50;15,274.75
Dec 20, 2024;Dec 21, 2024;20,807.25;2,025.75;134,966.00;9,151.00;1,665.25;-;54,694.00;12,502.50;52,063.00;8,475.50;14,814.75
Dec 21, 2024;Dec 22, 2024;19,871.50;1,934.25;197,096.50;5,684.50;1,578.75;-;38,289.50;4,911.75;32,692.25;3,739.50;13,627.75
Dec 22, 2024;Dec 23, 2024;19,657.25;2,127.50;169,601.00;5,057.75;1,512.75;-;42,425.75;1,497.00;26,970.25;4,580.50;14,931.50
Dec 23, 2024;Dec 24, 2024;19,794.00;2,123.25;123,549.75;7,757.50;1,539.25;-;60,900.25;1,612.75;47,999.00;1,110.50;14,462.75
Dec 24, 2024;Dec 25, 2024;20,267.00;2,101.50;49,499.75;5,153.50;1,632.75;-;79,739.00;13,869.25;52,052.50;4,692.75;14,594.75
Dec 25, 2024;Dec 26, 2024;20,020.50;2,042.00;16,939.75;7,136.50;1,563.75;-;79,627.75;11,495.00;30,957.75;1,047.25;14,998.50
Dec 26, 2024;Dec 27, 2024;20,110.75;1,999.50;25,997.25;12,804.50;1,521.25;-;85,237.00;19,102.25;57,203.25;1,654.75;12,925.25
Dec 27, 2024;Dec 28, 2024;20,284.00;1,895.25;25,229.00;13,488.25;1,559.00;-;85,894.50;19,904.75;113,018.25;5,365.25;14,654.50
Dec 28, 2024;Dec 29, 2024;20,187.50;1,832.50;8,601.75;15,820.75;1,601.50;-;85,910.75;19,542.25;100,944.75;3,523.50;14,343.00
Dec 29, 2024;Dec 30, 2024;19,965.75;1,786.00;24,861.25;4,982.25;1,586.50;-;83,970.75;21,656.25;86,260.75;2,436.25;14,753.75
Dec 30, 2024;Dec 31, 2024;20,489.00;1,724.00;60,843.50;4,490.00;1,528.75;-;76,321.50;36,870.00;101,676.50;2,654.25;14,129.75
Dec 31, 2024;Jan 1, 2025;20,320.50;1,704.00;79,951.75;7,581.00;1,456.00;-;76,308.00;15,697.25;87,443.50;2,704.00;14,861.50
