Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Nov 24, 2025;Nov 25, 2025;21,600.54;2,577.30;19,426.72;99,863.26;9,327.32;497.78;130,826.28;21,142.59;86,467.97;10,602.04;23,973.53
Nov 25, 2025;Nov 26, 2025;21,975.33;2,670.23;2,571.85;21,568.21;13,436.41;497.78;149,221.60;24,201.66;93,967.22;13,185.53;24,477.37
Nov 26, 2025;Nov 27, 2025;22,201.89;2,702.97;8,206.70;79,873.90;9,982.05;497.78;152,941.92;24,230.82;90,884.08;15,339.24;23,770.72
Nov 27, 2025;Nov 28, 2025;20,850.55;2,495.32;25,591.01;147,376.23;18,645.07;497.78;119,908.45;15,162.06;76,298.17;3,396.32;21,897.56
Nov 28, 2025;Nov 29, 2025;19,548.22;2,356.13;30,610.28;148,984.73;11,481.04;497.78;110,641.97;12,013.44;67,748.59;12,106.13;17,690.70
Nov 29, 2025;Nov 30, 2025;19,592.99;2,293.96;18,447.62;76,598.65;9,912.62;497.78;109,945.76;11,581.19;66,680.76;5,562.00;17,820.96
Nov 30, 2025;Dec 1, 2025;19,205.63;2,248.68;30,258.52;97,922.60;13,430.63;497.78;96,966.82;11,843.09;57,042.25;5,165.41;22,623.95
Dec 1, 2025;Dec 2, 2025;18,776.99;2,253.13;29,161.50;117,543.44;19,626.24;497.27;104,980.62;9,594.83;70,437.60;12,491.77;23,935.17
Dec 2, 2025;Dec 3, 2025;19,801.16;2,391.07;31,671.27;130,131.57;19,431.20;477.04;131,072.73;9,906.43;71,687.81;12,211.34;22,660.89
Dec 3, 2025;Dec 4, 2025;19,301.35;2,379.34;9,243.60;40,865.95;10,832.05;497.78;165,089.39;10,007.78;90,039.83;6,848.38;24,097.60
Dec 4, 2025;Dec 5, 2025;19,663.11;2,302.07;8,840.41;48,792.60;15,456.44;497.78;168,414.24;9,761.71;88,429.04;16,427.56;24,615.24
Dec 5, 2025;Dec 6, 2025;24,191.70;2,978.08;5,291.42;19,951.06;6,062.77;497.78;183,892.96;14,845.36;89,666.67;13,375.29;25,537.78
Dec 6, 2025;Dec 7, 2025;24,589.25;2,878.84;17,850.80;128,455.45;10,547.27;497.78;101,765.53;9,311.13;64,964.62;9,045.24;24,248.47
Dec 7, 2025;Dec 8, 2025;24,086.39;2,894.99;11,457.49;134,756.39;9,771.92;497.78;102,318.61;8,545.14;59,425.75;16,520.10;23,783.24
Dec 8, 2025;Dec 9, 2025;22,838.98;2,752.50;39,356.77;204,686.26;17,903.87;497.78;99,176.69;11,004.92;50,999.00;14,701.89;22,503.38
Dec 9, 2025;Dec 10, 2025;23,624.25;2,839.36;20,804.33;119,033.94;6,562.24;497.78;112,689.96;15,752.28;50,410.99;10,240.24;22,527.78
Dec 10, 2025;Dec 11, 2025;24,217.70;2,835.24;34,905.21;154,484.86;6,253.64;497.78;100,312.87;15,845.44;49,333.17;14,513.02;22,631.05
Dec 11, 2025;Dec 12, 2025;22,953.64;2,711.29;40,541.46;165,453.81;18,706.38;497.78;119,927.29;18,376.66;57,563.83;18,115.42;23,219.82
Dec 12, 2025;Dec 13, 2025;20,705.34;2,543.00;13,721.99;38,217.90;15,040.64;497.78;124,078.37;22,639.34;82,300.52;15,114.94;24,572.13
Dec 13, 2025;Dec 14, 2025;24,730.83;2,946.44;20,101.78;76,908.68;5,665.14;497.78;121,669.22;19,684.80;73,731.26;5,560.86;23,680.97
Dec 14, 2025;Dec 15, 2025;25,314.84;2,963.99;36,906.40;103,108.23;12,486.49;497.78;115,414.12;22,811.27;69,300.76;2,468.92;17,455.11
Dec 15, 2025;Dec 16, 2025;24,520.20;2,949.68;22,846.62;125,649.95;23,321.89;477.04;107,507.94;20,127.99;65,524.81;9,215.69;16,094.44
Dec 16, 2025;Dec 17, 2025;24,373.88;2,947.55;6,904.34;84,875.33;21,974.55;497.78;136,130.19;22,249.66;83,688.63;14,269.84;17,019.13
Dec 17, 2025;Dec 18, 2025;24,397.86;2,960.26;7,674.13;95,122.36;22,336.20;497.78;136,244.60;20,256.73;88,014.90;10,287.21;18,258.74
Dec 18, 2025;Dec 19, 2025;24,328.61;2,848.46;22,702.30;176,572.63;19,962.31;497.78;71,166.59;13,226.39;64,149.92;5,373.12;16,393.81
Dec 19, 2025;Dec 20, 2025;24,751.65;2,945.89;28,089.03;184,398.76;9,319.53;497.78;78,146.31;13,117.49;65,271.05;2,835.13;23,581.80
Dec 20, 2025;Dec 21, 2025;24,687.38;2,986.86;8,242.16;21,812.46;6,778.50;497.78;95,115.64;20,691.07;74,702.74;11,639.65;23,481.50
Dec 21, 2025;Dec 22, 2025;24,599.25;2,880.03;3,726.28;73,996.01;10,193.32;497.78;86,277.96;12,232.73;76,123.43;1,240.70;24,080.85
Dec 22, 2025;Dec 23, 2025;24,874.62;3,015.65;27,348.57;128,193.47;3,020.58;497.78;92,749.31;12,296.80;74,663.82;9,682.73;22,981.62
Dec 23, 2025;Dec 24, 2025;24,847.74;2,957.72;29,497.79;188,202.97;5,511.49;487.41;87,904.74;13,916.37;78,552.27;4,175.23;24,565.12
Dec 24, 2025;Dec 25, 2025;24,660.22;2,935.56;17,309.96;182,640.64;11,842.07;497.78;40,392.50;14,270.14;74,082.76;5,146.62;24,362.98
Dec 25, 2025;Dec 26, 2025;23,838.26;2,839.52;2,297.25;67,990.34;20,025.37;497.78;69,787.84;14,792.19;83,410.23;6,192.76;24,621.30
Dec 26, 2025;Dec 27, 2025;23,512.07;2,807.18;9,784.75;11,222.28;15,121.32;497.78;118,226.25;14,768.34;88,525.79;9,061.41;24,338.93
Dec 27, 2025;Dec 28, 2025;24,840.22;2,908.23;31,507.60;99,343.48;13,038.65;497.78;112,362.13;14,006.00;81,146.50;4,036.00;22,579.04
Dec 28, 2025;Dec 29, 2025;24,674.94;2,985.51;30,490.35;107,624.11;21,125.42;497.78;105,495.04;13,313.21;80,215.76;8,691.02;23,873.09
Dec 29, 2025;Dec 30, 2025;24,592.20;2,983.40;31,429.91;179,865.37;7,036.60;497.78;98,250.09;14,665.61;75,315.16;6,229.50;22,956.17
Dec 30, 2025;Dec 31, 2025;24,849.20;2,957.72;37,596.41;202,098.91;20,859.51;497.78;95,026.29;14,442.03;82,718.76;8,630.48;23,730.77
Dec 31, 2025;Jan 1, 2026;24,582.42;2,950.54;13,242.87;216,894.27;3,712.68;497.78;72,382.42;14,261.19;72,889.82;3,802.88;22,254.39
